set_num,set_name,year,theme_id,num_parts,rebrickable_theme,theme,themeGroup,subtheme,category,agerange_min
10150-1,Assorted Brown Plates,2004,254,42,Bulk Bricks,Bulk Bricks,Basic,,Normal,
1015-1,Letters Large,1982,516,192,Duplo and Explore,Dacta,Educational,,Normal,
10151-1,Hot Rod,2004,278,422,Model Team,Model Team,Model making,,Normal,
10152-1,Maersk Sealand Container Ship 2004 Edition,2004,673,988,Creator Expert,Advanced models,Model making,Maersk,Normal,
10152-2,Maersk Sealand Container Ship 2005 Edition,2005,673,988,Creator Expert,,,,,
10152-3,Maersk Line Container Ship 2006 Edition,2006,673,988,Creator Expert,,,,,
10153-1,Electric Train Motor 9V (My Own Train),2002,236,3,9V,Trains,Modern day,9V,Normal,5.0
10155-1,Maersk Line Container Ship 2010 Edition,2010,673,990,Creator Expert,Advanced models,Model making,Maersk,Normal,8.0
10156-1,LEGO Truck,2004,50,105,Town,Town,Modern day,Special,Normal,
10157-1,High Speed Train Locomotive,2004,105,143,World City,World City,Modern day,Trains,Normal,
10158-1,High Speed Train Car,2004,105,161,World City,World City,Modern day,Trains,Normal,
10159-1,City Airport,2004,53,914,Airport,Town,Modern day,Flight,Normal,
10159-2,City Airport (Full Size Image Box),2004,50,914,Town,,,,,
10160-1,Black Ridge Roof Tiles,2004,254,48,Bulk Bricks,Bulk Bricks,Basic,,Normal,
1016-1,Letter Bricks for Wall Board,1985,516,150,Duplo and Explore,Dacta,Educational,,Normal,
10161-1,Black Roof Tiles,2004,254,76,Bulk Bricks,Bulk Bricks,Basic,,Normal,
10162-1,Red Ridge Tiles,2004,254,48,Bulk Bricks,Bulk Bricks,Basic,,Normal,
10163-1,Red Roof Tiles,2004,254,76,Bulk Bricks,Bulk Bricks,Basic,,Normal,
10165-1,Elf Boy,2004,227,27,Christmas,Seasonal,Miscellaneous,Christmas,Normal,
10166-1,Elf Girl,2004,227,31,Christmas,Seasonal,Miscellaneous,Christmas,Normal,
10167-1,Brickmaster Welcome Kit,2004,301,182,Other,Creator,Model making,Promotional,Normal,
10168-1,Mrs. Bunny,2005,229,64,Easter,Seasonal,Miscellaneous,Easter,Normal,
10169-1,Chicken & Chicks,2005,229,61,Easter,Seasonal,Miscellaneous,Easter,Normal,
10170-1,TTX Intermodal Double-Stack Car,2005,236,366,9V,Trains,Modern day,9V,Normal,8.0
1017-1,Letter Bricks for Wall Board,1976,516,150,Duplo and Explore,Dacta,Educational,,Normal,
10173-1,Holiday Train,2006,673,969,Creator Expert,Advanced models,Model making,Trains,Normal,
10174-1,Imperial AT-ST,2006,171,1069,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,14.0
10175-1,Vader's TIE Advanced,2006,171,1212,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,14.0
10176-1,Royal King's Castle,2006,198,877,Knights Kingdom II,Castle,Historical,Knights' Kingdom II,Normal,8.0
10177-1,Boeing 787 Dreamliner,2006,673,1197,Creator Expert,Advanced models,Model making,Aircraft,Normal,10.0
10178-1,Motorized Walking AT-AT,2007,171,1137,Ultimate Collector Series,Star Wars,Licensed,Episode V,Normal,14.0
10179-1,Millennium Falcon,2007,171,5198,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,16.0
1018-1,Letters,1985,516,0,Duplo and Explore,Dacta,Educational,,Normal,
10181-1,Eiffel Tower 1:300,2007,673,3428,Creator Expert,Advanced models,Model making,Landmarks,Normal,16.0
10182-1,Cafe Corner,2007,155,2058,Modular Buildings,Advanced models,Model making,Modular Buildings Collection,Normal,16.0
10183-1,Hobby Train,2007,397,1080,Factory,Factory,Miscellaneous,Trains,Normal,16.0
10184-1,Town Plan,2008,104,2011,Town Plan,Advanced models,Model making,Miscellaneous,Normal,12.0
10185-1,Green Grocer,2008,155,2358,Modular Buildings,Advanced models,Model making,Modular Buildings Collection,Normal,16.0
10186-1,General Grievous,2008,171,1085,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,14.0
10187-1,Volkswagen Beetle,2008,673,1626,Creator Expert,Advanced models,Model making,Vehicles,Normal,16.0
10188-1,Death Star,2008,171,3807,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,12.0
10189-1,Taj Mahal,2008,673,5922,Creator Expert,Advanced models,Model making,Landmarks,Normal,14.0
10190-1,Market Street,2007,155,1250,Modular Buildings,Advanced models,Model making,Modular Buildings Collection,Normal,10.0
1019-1,Mosaic Set - Lion,1986,516,18,Duplo and Explore,Dacta,Educational,,Normal,
10191-1,Star Justice,2008,397,893,Factory,Factory,Miscellaneous,Space,Normal,10.0
10192-1,Space Skulls,2008,397,957,Factory,Factory,Miscellaneous,Space,Normal,10.0
10193-1,Medieval Market Village,2009,193,1619,Fantasy Era,Castle,Historical,Fantasy Era,Normal,12.0
10194-1,Emerald Night,2009,673,1089,Creator Expert,Advanced models,Model making,Trains,Normal,14.0
10195-1,Republic Dropship with AT-OT,2009,171,1758,Ultimate Collector Series,Star Wars,Licensed,The Clone Wars,Normal,14.0
10196-1,Grand Carousel,2009,673,3261,Creator Expert,Advanced models,Model making,Fairground Collection,Normal,16.0
10197-1,Fire Brigade,2009,155,2236,Modular Buildings,Advanced models,Model making,Modular Buildings Collection,Normal,16.0
10198-1,Tantive IV,2009,171,1408,Ultimate Collector Series,Star Wars,Licensed,Episode IV,Normal,14.0
10199-1,Winter Toy Shop,2009,227,815,Christmas,Advanced models,Model making,Winter Village Collection,Normal,12.0
10-2,Tree and Signs,1980,443,7,Service Packs,Basic,Basic,,Normal,
10200-1,Custom Car Garage,2008,397,894,Factory,Factory,Miscellaneous,Custom Cars,Normal,10.0
1020-1,Basic Bricks,1985,516,86,Duplo and Explore,Dacta,Educational,,Normal,
10201-1,Takutanuva,2003,324,1,Bionicle,Bionicle,Constraction,Warriors,Collection,
10202-1,Ultimate Dume (Limited Edition with Exclusive Mask Of Power),2004,324,3,Bionicle,Bionicle,Constraction,Warriors,Collection,
10202-2,Ultimate Dume,2004,324,0,Bionicle,,,,,
10203-1,Voporak,2005,324,0,Bionicle,Bionicle,Constraction,Warriors,Collection,
10204-1,Vezon & Kardas,2006,324,0,Bionicle,Bionicle,Constraction,Warriors,Collection,
10205-1,Locomotive,2002,236,234,9V,Trains,Modern day,9V,Normal,
102-1,4.5V Motor Set,1968,235,24,4.5V,,,,,
10210-1,Imperial Flagship,2010,153,1668,Pirates II,Advanced models,Model making,Miscellaneous,Normal,14.0
1021-1,Basic Vehicles,1985,516,93,Duplo and Explore,Dacta,Educational,,Normal,
10211-1,Grand Emporium,2010,155,2187,Modular Buildings,Advanced models,Model making,Modular Buildings Collection,Normal,16.0
10212-1,Imperial Shuttle,2010,171,2503,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,16.0
10213-1,Shuttle Adventure,2010,673,1204,Creator Expert,Advanced models,Model making,Space,Normal,16.0
10213sup-1,Supplemental Pack for Shuttle Adventure Set 10213,2010,443,29,Service Packs,,,,,
10214-1,Tower Bridge,2010,673,4295,Creator Expert,Advanced models,Model making,Landmarks,Normal,16.0
10215-1,Obi-Wan's Jedi Starfighter,2010,171,676,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,14.0
10216-1,Winter Village Bakery,2010,227,687,Christmas,Advanced models,Model making,Winter Village Collection,Normal,12.0
10217-1,Diagon Alley,2011,246,2029,Harry Potter,Harry Potter,Licensed,General,Normal,14.0
10218-1,Pet Shop,2011,155,2034,Modular Buildings,Advanced models,Model making,Modular Buildings Collection,Normal,16.0
10219-1,Maersk Container Train,2011,673,1233,Creator Expert,Advanced models,Model making,Trains,Normal,14.0
102-2,Imagination Basic Set 2,1971,756,0,Samsonite,Samsonite,Vintage,Basic set,Normal,
10220-1,Volkswagen T1 Camper Van,2011,673,1332,Creator Expert,Advanced models,Model making,Vehicles,Normal,16.0
1022-1,Mini Basic Bricks,1985,516,30,Duplo and Explore,Dacta,Educational,,Normal,
10221-1,Super Star Destroyer,2011,171,3152,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,16.0
10222-1,Winter Village Post Office,2011,227,822,Christmas,Advanced models,Model making,Winter Village Collection,Normal,12.0
10223-1,Kingdoms Joust,2012,196,1575,Kingdoms,Castle,Historical,Kingdoms,Normal,12.0
10224-1,Town Hall,2012,155,2772,Modular Buildings,Advanced models,Model making,Modular Buildings Collection,Normal,14.0
10225-1,R2-D2,2012,171,2127,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,16.0
10226-1,Sopwith Camel,2012,673,879,Creator Expert,Advanced models,Model making,Aircraft,Normal,14.0
10227-1,B-wing Starfighter,2012,171,1487,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,16.0
10228-1,Haunted House,2012,558,2064,Monster Fighters,Monster Fighters,Action/Adventure,,Normal,14.0
10229-1,Winter Village Cottage,2012,227,1492,Christmas,Advanced models,Model making,Winter Village Collection,Normal,12.0
102-3,Super Value Set,1969,756,102,Samsonite,,,,,
10230-1,Mini Modulars,2012,156,1356,Mini,Promotional,Miscellaneous,Gift with Purchase,Normal,12.0
1023-1,Red Baseplate,1985,516,1,Duplo and Explore,Dacta,Educational,,Normal,
10231-1,Shuttle Expedition,2011,673,1230,Creator Expert,Advanced models,Model making,Space,Normal,16.0
10232-1,Palace Cinema,2013,155,2194,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
10233-1,Horizon Express,2013,673,1351,Creator Expert,Creator Expert,Model making,Trains,Normal,14.0
10234-1,Sydney Opera House,2013,673,2989,Creator Expert,Creator Expert,Model making,Landmarks,Normal,16.0
10235-1,Winter Village Market,2013,228,1261,Creator,Creator Expert,Model making,Winter Village Collection,Normal,12.0
10236-1,Ewok Village,2013,171,1990,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,12.0
10237-1,The Tower of Orthanc,2013,566,2362,The Lord of the Rings,The Lord of the Rings,Licensed,The Two Towers,Normal,
10240-1,Red Five X-Wing Starfighter,2013,171,1558,Ultimate Collector Series,Star Wars,Licensed,Ultimate Collector Series,Normal,16.0
1024-1,Animals,1985,516,32,Duplo and Explore,Dacta,Educational,,Normal,
10241-1,Maersk Line Triple-E,2014,673,1518,Creator Expert,Creator Expert,Model making,Maersk,Normal,12.0
10242-1,MINI Cooper,2014,673,1077,Creator Expert,Creator Expert,Model making,Vehicles,Normal,16.0
10242-2,MINI Cooper (Re-Issue),2015,673,1077,Creator Expert,,,,,
10243-1,Parisian Restaurant,2014,155,2470,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
10244-1,Fairground Mixer,2014,673,1745,Creator Expert,Creator Expert,Model making,Fairground Collection,Normal,16.0
10245-1,Santa's Workshop,2014,228,884,Creator,Creator Expert,Model making,Winter Village Collection,Normal,12.0
1024601-1,Adventurers Value Pack,2001,297,1,Desert,,,,,
10246-1,Detective's Office,2015,155,2262,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
10247-1,Ferris Wheel,2015,673,2464,Creator Expert,Creator Expert,Model making,Fairground Collection,Normal,16.0
10248-1,Ferrari F40,2015,673,1158,Creator Expert,Creator Expert,Model making,Vehicles,Normal,14.0
10249-1,Winter Toy Shop,2015,228,898,Creator,Creator Expert,Model making,Winter Village Collection,Normal,12.0
10250-1,Year Of The Snake,2013,779,243,Chinese (Lunar) New Year,Seasonal,Miscellaneous,Chinese Traditional Festival,Normal,7.0
1025-1,Figures and Furniture,1985,516,35,Duplo and Explore,Dacta,Educational,,Normal,
10251-1,Brick Bank,2016,155,2384,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
10252-1,Volkswagen Beetle,2016,673,1167,Creator Expert,Creator Expert,Model making,Vehicles,Normal,16.0
10253-1,Big Ben,2016,673,4167,Creator Expert,Creator Expert,Model making,Landmarks,Normal,16.0
10254-1,Winter Holiday Train,2016,228,735,Creator,Creator Expert,Model making,Winter Village Collection,Normal,12.0
10255-1,Assembly Square,2017,155,4002,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
10256-1,Taj Mahal,2017,673,5923,Creator Expert,Creator Expert,Model making,Landmarks,Normal,16.0
10257-1,Carousel,2017,673,2670,Creator Expert,Creator Expert,Model making,Fairground Collection,Normal,16.0
10258-1,London Bus,2017,673,1686,Creator Expert,Creator Expert,Model making,Vehicles,Normal,16.0
10259-1,Winter Village Station,2017,228,902,Creator,Creator Expert,Model making,Winter Village Collection,Normal,12.0
10260-1,Downtown Diner,2018,155,2480,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
1026-1,Playhouse Boxes,1985,516,2,Duplo and Explore,Dacta,Educational,,Normal,
10261-1,Roller Coaster,2018,673,4124,Creator Expert,Creator Expert,Model making,Fairground Collection,Normal,16.0
10262-1,James Bond Aston Martin DB5,2018,673,1297,Creator Expert,Creator Expert,Model making,Vehicles,Normal,
10263-1,Winter Village Fire Station,2018,228,1166,Creator,Creator Expert,Model making,Winter Village Collection,Normal,12.0
10264-1,Corner Garage,2019,155,2569,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
10265-1,Ford Mustang,2019,673,1471,Creator Expert,Creator Expert,Model making,Vehicles,Normal,16.0
10266-1,NASA Apollo 11 Lunar Lander,2019,673,1087,Creator Expert,Creator Expert,Model making,Space,Normal,
10267-1,Gingerbread House,2019,228,1477,Creator,Creator Expert,Model making,Winter Village Collection,Normal,12.0
10268-1,Vestas Wind Turbine,2018,673,834,Creator Expert,Creator Expert,Model making,Vestas,Normal,12.0
10269-1,Harley-Davidson Fat Boy,2019,673,1023,Creator Expert,Creator Expert,Model making,Vehicles,Normal,16.0
10270-1,Bookshop,2020,155,2504,Modular Buildings,Creator Expert,Model making,Modular Buildings Collection,Normal,16.0
1027-1,Vehicles,1985,516,32,Duplo and Explore,Dacta,Educational,,Normal,
10271-1,Fiat 500,2020,673,960,Creator Expert,Creator Expert,Model making,Vehicles,Normal,16.0
10272-1,Old Trafford - Manchester United,2020,673,3898,Creator Expert,Creator Expert,Model making,Stadiums,Normal,16.0
10273-1,Haunted House,2020,721,3232,Icons,Icons,Model making,Fairground Collection,Normal,18.0
10274-1,ECTO-1,2020,721,2352,Icons,Icons,Model making,Licensed,Normal,18.0
10275-1,Elf Club House,2020,227,1197,Christmas,Icons,Model making,Winter Village Collection,Normal,18.0
10276-1,Colosseum,2020,721,9036,Icons,Icons,Model making,Landmarks,Normal,18.0
10277-1,Crocodile Locomotive,2020,721,1279,Icons,Icons,Model making,Trains,Normal,18.0
10278-1,Police Station,2021,155,2923,Modular Buildings,Icons,Model making,Modular Buildings Collection,Normal,18.0
10279-1,Volkswagen T2 Camper Van,2021,721,2207,Icons,Icons,Model making,Vehicles,Normal,18.0
10280-1,Flower Bouquet,2021,769,756,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
1028-1,6 x 12 Base Bricks,1985,516,6,Duplo and Explore,Dacta,Educational,,Normal,
10281-1,Bonsai Tree,2021,769,878,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
10282-1,adidas Originals Superstar,2021,721,731,Icons,Icons,Model making,Adidas,Normal,18.0
10282-2,Footshop x Adidas Originals Superstar 'Blueprinting' Bundle,2021,721,0,Icons,Icons,Model making,Adidas,Normal,18.0
10283-1,NASA Space Shuttle Discovery,2021,721,2355,Icons,Icons,Model making,Space,Normal,18.0
10284-1,Camp Nou - FC Barcelona,2021,721,5509,Icons,Icons,Model making,Stadiums,Normal,18.0
10285-1,Compass Sensor for Mindstorms NXT,2011,259,1,NXT,Mindstorms,Technical,NXT,Normal,
10287-1,Intelligent NXT Brick (Black),2009,259,1,NXT,Mindstorms,Technical,NXT,Normal,
10289-1,Bird of Paradise,2021,769,1173,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
10290-1,Pickup Truck,2021,721,1678,Icons,Icons,Model making,Vehicles,Normal,18.0
1029-1,Milk Delivery Truck - Tine,1999,50,91,Town,Town,Modern day,Special,Normal,
10291-1,Queer Eye: The Fab 5 Loft,2021,721,974,Icons,Icons,Model making,Licensed,Normal,18.0
10292-1,Friends - The Apartments,2021,721,2048,Icons,Icons,Model making,Licensed,Normal,18.0
10293-1,Santa's Visit,2021,227,1445,Christmas,Icons,Model making,Winter Village Collection,Normal,18.0
10294-1,Titanic,2021,721,9092,Icons,Icons,Model making,Miscellaneous,Normal,18.0
10295-1,Porsche 911 Turbo & 911 Targa,2021,721,1458,Icons,Icons,Model making,Vehicles,Normal,18.0
10297-1,Boutique Hotel,2022,155,3068,Modular Buildings,Icons,Model making,Modular Buildings Collection,Normal,18.0
10298-1,Vespa 125,2022,721,1107,Icons,Icons,Model making,Vehicles,Normal,18.0
10299-1,Real Madrid – Santiago Bernabéu Stadium,2022,721,5876,Icons,Icons,Model making,Stadiums,Normal,18.0
102A-1,Front-End Loader,1970,416,64,Construction,LEGOLAND,Vintage,Vehicle,Other,
102A-2,Front-End Loader,1970,416,56,Construction,,,,,
10300-1,Back to the Future Time Machine,2022,721,1872,Icons,Icons,Model making,Licensed,Normal,18.0
1030-1,TECHNIC I: Simple Machines Set,1985,1,210,Technic,Dacta,Educational,Technic,Normal,
10302-1,Optimus Prime,2022,721,1508,Icons,Icons,Model making,Licensed,Normal,18.0
10303-1,Loop Coaster,2022,721,3756,Icons,Icons,Model making,Fairground Collection,Normal,18.0
10304-1,Chevrolet Camaro Z/28 1969,2022,721,1456,Icons,Icons,Model making,Vehicles,Normal,18.0
10305-1,Lion Knights' Castle,2022,721,4515,Icons,Icons,Model making,Castle System,Normal,18.0
10306-1,Atari 2600,2022,721,2532,Icons,Icons,Model making,Licensed,Normal,18.0
10307-1,Eiffel Tower,2022,721,10001,Icons,Icons,Model making,Landmarks,Normal,18.0
10308-1,Holiday Main Street,2022,227,1516,Christmas,Icons,Model making,Winter Village Collection,Normal,18.0
10309-1,Succulents,2022,769,771,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
103-1,4.5V Motor Set with Rubber Tracks,1969,473,24,Supplemental,,,,,
1031-1,Building Cards - 1030,1983,529,20,Technic,Dacta,Educational,,Normal,
10311-1,Orchid,2022,769,608,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
10312-1,Jazz Club,2023,155,2900,Modular Buildings,Icons,Model making,Modular Buildings Collection,Normal,18.0
10313-1,Wildflower Bouquet,2023,769,939,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
10314-1,Dried Flower Centerpiece,2023,769,812,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
10315-1,Tranquil Garden,2023,721,1363,Icons,Icons,Model making,Gardens of the World,Normal,18.0
10316-1,Lord of the Rings: Rivendell,2023,721,6181,Icons,Icons,Model making,Licensed,Normal,18.0
10317-1,Land Rover Classic Defender 90,2023,721,2344,Icons,Icons,Model making,Vehicles,Normal,18.0
10318-1,Concorde,2023,721,2083,Icons,Icons,Model making,Miscellaneous,Normal,18.0
103-2,Imagination Set 3,1971,756,568,Samsonite,Samsonite,Vintage,Basic set,Normal,
10320-1,Eldorado Fortress,2023,721,2509,Icons,Icons,Model making,Pirates System,Normal,18.0
1032-1,TECHNIC II Set {4.5v},1985,529,280,Technic,Dacta,Educational,Technic,Normal,
10321-1,Corvette,2023,721,1210,Icons,Icons,Model making,Vehicles,Normal,18.0
10323-1,PAC-MAN Arcade,2023,721,2651,Icons,Icons,Model making,Licensed,Normal,18.0
10325-1,Alpine Lodge,2023,227,1517,Christmas,Icons,Model making,Winter Village Collection,Normal,18.0
10326-1,Natural History Museum,2023,155,4015,Modular Buildings,Icons,Model making,Modular Buildings Collection,Normal,18.0
10327-1,Dune Atreides Royal Ornithopter,2024,721,1370,Icons,Icons,Model making,Licensed,Normal,18.0
10328-1,Bouquet of Roses,2024,769,822,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
10329-1,Tiny Plants,2023,769,758,Botanicals,Icons,Model making,Botanical Collection,Normal,18.0
10330-1,McLaren MP4/4 & Ayrton Senna,2024,721,693,Icons,Icons,Model making,Vehicles,Normal,18.0
103303-1,The LEGO Store (ChongQing) Coins,2022,598,0,Promotional,,,,,
1033-1,Building Cards - 1032,1985,529,20,Technic,Dacta,Educational,,Normal,
10331-1,Kingfisher Bird,2024,721,834,Icons,Icons,Model making,Miscellaneous,Normal,18.0
10332-1,Medieval Town Square,2024,721,3308,Icons,Icons,Model making,Castle System,Normal,18.0
10333-1,The Lord of the Rings: Barad-dûr,2024,721,5478,Icons,Icons,Model making,Licensed,Normal,18.0
10334-1,Retro Radio,2024,721,906,Icons,Icons,Model making,Miscellaneous,Normal,18.0
10335-1,The Endurance,2024,721,3011,Icons,Icons,Model making,Miscellaneous,Normal,18.0
10337-1,Lamborghini Countach 5000 Quattrovalvole,2024,721,1506,Icons,Icons,Model making,Vehicles,Normal,18.0
10338-1,Bumblebee,2024,721,950,Icons,Icons,Model making,Licensed,Normal,18.0
10339-1,Santa's Post Office,2024,227,1440,Christmas,Icons,Model making,Winter Village Collection,Normal,18.0
10340-1,Wreath,2024,227,1194,Christmas,Icons,Model making,Botanical Collection,Normal,18.0
1034-1,Teachers Resource Set,1985,529,1534,Technic,Dacta,Educational,Technic,Normal,
10341-1,NASA Artemis Space Launch System,2024,721,3601,Icons,Icons,Model making,Space,Normal,18.0
10342-1,Pretty Pink Flower Bouquet,2025,769,749,Botanicals,,,,,
10343-1,Mini Orchid,2025,769,274,Botanicals,,,,,
10344-1,Lucky Bamboo,2025,769,325,Botanicals,,,,,
10345-1,Flower Arrangement,2025,769,1171,Botanicals,,,,,
10347-1,Petite Sunny Bouquet,2025,769,373,Botanicals,,,,,
10348-1,Japanese Red Maple Bonsai Tree,2025,769,474,Botanicals,,,,,
10349-1,Happy Plants,2025,769,217,Botanicals,,,,,
10350-1,Tudor Corner,2025,155,3266,Modular Buildings,,,,,
10351-1,Sherlock Holmes: Book Nook,2025,721,1364,Icons,,,,,
10352-1,The Simpsons: Krusty Burger,2025,721,1635,Icons,,,,,
